NMHC(GT);PT08.S3(NOx);C6H6(GT);T;RH;AH;PT08.S4(NO2);PT08.S1(CO);PT08.S2(NMHC);PT08.S5(O3);CO(GT);NO2(GT);NOx(GT)
-200.0;816.0;5.5;23.1;70.1;1.9582;1594.0;971.0;789.0;879.0;-200.0;70.0;61.0
-200.0;805.0;5.4;20.7;81.8;1.9717;1623.0;1002.0;783.0;875.0;-200.0;92.0;79.0
-200.0;808.0;8.2;38.3;24.5;1.622;1567.0;1038.0;906.0;747.0;-200.0;86.0;66.0
-200.0;842.0;5.8;17.6;69.9;1.3969;1369.0;933.0;803.0;898.0;1.1;69.0;159.0
-200.0;925.0;4.5;16.9;72.0;1.3749;1287.0;861.0;735.0;789.0;0.9;58.0;99.0
-200.0;878.0;5.2;15.7;76.3;1.3519;1329.0;904.0;774.0;805.0;1.0;51.0;98.0
-200.0;851.0;5.2;15.2;78.0;1.3382;1327.0;905.0;776.0;825.0;0.8;48.0;163.0
-200.0;791.0;5.8;26.7;53.3;1.8366;1658.0;963.0;804.0;861.0;-200.0;69.0;78.0
-200.0;832.0;5.8;32.4;37.3;1.7808;1638.0;1012.0;804.0;766.0;0.9;48.0;53.0
-200.0;799.0;6.1;18.5;76.4;1.6112;1430.0;1009.0;816.0;856.0;1.1;69.0;200.0
-200.0;745.0;11.7;39.8;20.5;1.4687;1611.0;1072.0;1039.0;817.0;2.2;127.0;120.0
-200.0;801.0;6.4;24.0;53.4;1.5748;1600.0;948.0;829.0;926.0;1.0;71.0;68.0
-200.0;771.0;7.3;22.6;58.8;1.5903;1666.0;975.0;871.0;942.0;1.2;71.0;72.0
-200.0;862.0;4.9;23.0;49.9;1.3849;1504.0;894.0;761.0;768.0;-200.0;48.0;36.0
-200.0;717.0;8.6;24.3;57.4;1.7233;1585.0;1117.0;922.0;994.0;2.0;83.0;259.0
-200.0;720.0;11.7;29.7;28.1;1.1544;1641.0;1051.0;1039.0;916.0;-200.0;118.0;107.0
-200.0;807.0;7.1;21.2;41.2;1.0246;1488.0;918.0;860.0;943.0;-200.0;72.0;74.0
-200.0;830.0;10.7;35.3;15.0;0.8463;1473.0;949.0;1003.0;730.0;-200.0;113.0;109.0
-200.0;873.0;6.8;23.6;31.9;0.9195;1426.0;860.0;847.0;748.0;-200.0;77.0;58.0
-200.0;664.0;9.4;23.9;66.3;1.9361;1636.0;1188.0;954.0;1148.0;2.0;72.0;216.0
-200.0;881.0;7.0;28.4;35.8;1.3665;1549.0;950.0;856.0;780.0;-200.0;92.0;62.0
-200.0;834.0;8.3;34.7;26.5;1.4408;1635.0;998.0;913.0;826.0;-200.0;90.0;90.0
-200.0;861.0;6.8;31.7;31.5;1.4487;1559.0;962.0;849.0;804.0;-200.0;97.0;111.0
-200.0;846.0;6.6;28.5;41.6;1.5959;1636.0;1049.0;839.0;858.0;1.6;110.0;103.0
-200.0;660.0;10.5;18.4;76.3;1.6017;1586.0;1122.0;996.0;1048.0;2.3;62.0;259.0
-200.0;917.0;4.3;16.9;70.5;1.3504;1290.0;890.0;727.0;833.0;0.7;50.0;151.0
-200.0;866.0;6.0;32.3;33.4;1.59;1563.0;1034.0;812.0;660.0;1.3;82.0;70.0
-200.0;806.0;5.8;23.6;51.5;1.4852;1597.0;973.0;802.0;1139.0;0.8;70.0;74.0
-200.0;802.0;6.3;19.3;65.5;1.45;1382.0;948.0;826.0;897.0;1.1;57.0;137.0
-200.0;831.0;5.2;17.6;70.8;1.4105;1362.0;955.0;775.0;862.0;1.2;55.0;140.0
-200.0;698.0;9.2;18.4;68.5;1.439;1467.0;1091.0;945.0;1014.0;1.8;62.0;213.0
-200.0;719.0;7.6;16.8;73.3;1.3915;1430.0;1010.0;884.0;938.0;1.5;59.0;216.0
-200.0;749.0;11.1;42.8;14.3;1.2003;1559.0;1079.0;1019.0;929.0;1.5;113.0;108.0
-200.0;685.0;9.0;16.1;71.2;1.2948;1395.0;1106.0;938.0;1010.0;1.8;76.0;247.0
-200.0;736.0;12.4;38.9;15.9;1.0896;1571.0;1116.0;1063.0;980.0;-200.0;138.0;140.0
-200.0;828.0;5.4;23.3;50.1;1.41;1562.0;1011.0;782.0;1116.0;-200.0;73.0;75.0
-200.0;816.0;5.8;25.8;43.1;1.4113;1545.0;1026.0;801.0;1094.0;-200.0;63.0;45.0
-200.0;784.0;7.6;27.6;38.2;1.3911;1574.0;1057.0;881.0;1081.0;-200.0;67.0;53.0
-200.0;657.0;9.0;6.6;71.1;0.6973;1245.0;1120.0;940.0;917.0;2.1;201.0;305.0
-200.0;777.0;10.8;39.2;16.4;1.1439;1534.0;1102.0;1007.0;880.0;-200.0;131.0;120.0
-200.0;936.0;4.1;21.2;46.3;1.1501;1455.0;925.0;717.0;970.0;0.3;75.0;75.0
-200.0;745.0;11.7;29.0;27.0;1.063;1635.0;1147.0;1040.0;1155.0;1.6;102.0;123.0
-200.0;869.0;5.5;26.3;33.1;1.1199;1422.0;986.0;790.0;853.0;1.2;70.0;57.0
-200.0;787.0;10.7;34.0;19.2;1.0073;1524.0;1083.0;1003.0;842.0;2.1;112.0;95.0
-200.0;849.0;8.0;37.4;17.0;1.0757;1464.0;1046.0;901.0;722.0;1.6;94.0;69.0
-200.0;862.0;8.2;39.3;13.9;0.9715;1427.0;1003.0;907.0;680.0;1.4;91.0;76.0
-200.0;775.0;11.0;35.1;19.2;1.0664;1543.0;1040.0;1015.0;1025.0;1.9;117.0;120.0
-200.0;754.0;13.0;38.1;16.5;1.0828;1648.0;1098.0;1084.0;985.0;2.4;173.0;191.0
-200.0;760.0;9.5;7.9;73.5;0.7883;1297.0;1021.0;959.0;910.0;2.0;149.0;332.0
-200.0;773.0;12.6;37.1;17.7;1.094;1646.0;1039.0;1069.0;880.0;2.0;135.0;138.0
-200.0;802.0;8.9;23.4;38.6;1.0968;1566.0;950.0;937.0;989.0;1.2;80.0;64.0
-200.0;787.0;11.2;26.3;27.3;0.9238;1552.0;970.0;1023.0;1074.0;1.9;123.0;134.0
-200.0;769.0;9.9;18.8;49.4;1.0624;1616.0;960.0;973.0;1155.0;1.3;89.0;140.0
-200.0;942.0;5.0;18.8;49.0;1.0505;1444.0;855.0;762.0;959.0;0.8;73.0;79.0
-200.0;925.0;6.7;23.0;33.8;0.9406;1448.0;868.0;846.0;836.0;1.1;69.0;72.0
-200.0;870.0;10.8;33.8;13.9;0.7172;1448.0;888.0;1007.0;794.0;2.0;105.0;149.0
-200.0;857.0;11.5;34.5;13.3;0.7158;1469.0;908.0;1031.0;901.0;2.3;112.0;187.0
-200.0;932.0;5.0;19.3;51.4;1.1387;1476.0;854.0;764.0;922.0;1.0;76.0;88.0
-200.0;786.0;10.9;23.3;34.5;0.9768;1625.0;980.0;1009.0;986.0;2.8;112.0;175.0
-200.0;842.0;8.3;24.8;33.1;1.0222;1551.0;942.0;912.0;814.0;1.6;106.0;144.0
-200.0;907.0;6.8;23.4;39.4;1.1172;1496.0;942.0;849.0;894.0;1.5;107.0;177.0
-200.0;864.0;5.3;7.5;81.5;0.8495;1136.0;918.0;778.0;859.0;1.1;68.0;165.0
-200.0;757.0;8.1;8.9;75.6;0.8667;1244.0;1019.0;905.0;1062.0;1.5;117.0;388.0
-200.0;805.0;8.7;22.7;43.9;1.1962;1615.0;1020.0;929.0;929.0;1.5;108.0;134.0
-200.0;733.0;11.8;23.2;43.2;1.2104;1700.0;1153.0;1042.0;1022.0;2.4;136.0;184.0
-200.0;880.0;6.4;21.6;47.5;1.2118;1513.0;925.0;831.0;789.0;1.0;74.0;71.0
-200.0;856.0;8.0;26.1;33.7;1.1228;1559.0;970.0;900.0;647.0;1.3;77.0;70.0
-200.0;886.0;5.9;22.0;51.0;1.3296;1551.0;958.0;805.0;835.0;0.9;74.0;92.0
-200.0;926.0;4.5;12.9;69.9;1.0371;1180.0;932.0;740.0;774.0;1.2;92.0;167.0
98.0;929.0;6.9;11.5;70.1;0.9503;1533.0;1116.0;854.0;1034.0;1.7;78.0;118.0
102.0;951.0;6.4;11.4;69.8;0.939;1507.0;1074.0;832.0;980.0;1.7;75.0;101.0
-200.0;786.0;14.0;31.0;17.1;0.7526;1579.0;970.0;1117.0;844.0;2.2;162.0;180.0
-200.0;823.0;6.2;27.9;41.6;1.5425;1585.0;1023.0;822.0;1050.0;1.0;74.0;65.0
-200.0;828.0;6.1;15.9;59.6;1.0673;1252.0;971.0;818.0;857.0;1.5;107.0;205.0
-200.0;788.0;10.7;41.1;15.7;1.2071;1609.0;1126.0;1004.0;926.0;1.4;108.0;98.0
-200.0;819.0;9.9;41.8;15.0;1.1989;1525.0;1076.0;972.0;923.0;1.3;109.0;111.0
-200.0;904.0;3.8;15.2;61.8;1.0602;1185.0;938.0;702.0;753.0;1.0;75.0;147.0
-200.0;848.0;6.2;27.5;34.6;1.2518;1511.0;990.0;821.0;1079.0;0.6;62.0;57.0
-200.0;809.0;7.2;28.4;32.5;1.2361;1532.0;1011.0;864.0;1231.0;0.9;79.0;65.0
-200.0;695.0;9.0;19.2;49.6;1.0893;1371.0;1094.0;941.0;1040.0;2.1;128.0;318.0
-200.0;767.0;8.0;17.7;51.5;1.0357;1275.0;1030.0;899.0;836.0;1.9;118.0;234.0
-200.0;997.0;4.0;24.0;37.8;1.1077;1432.0;894.0;709.0;853.0;0.5;53.0;46.0
-200.0;794.0;11.3;39.9;15.8;1.141;1622.0;1058.0;1026.0;931.0;1.8;132.0;165.0
-200.0;931.0;4.6;21.8;52.3;1.3539;1540.0;913.0;743.0;884.0;0.7;66.0;65.0
-200.0;965.0;4.1;23.3;48.4;1.3677;1510.0;881.0;718.0;837.0;0.7;60.0;43.0
-200.0;776.0;10.7;28.8;32.8;1.2776;1684.0;1058.0;1004.0;947.0;1.8;98.0;92.0
-200.0;778.0;12.2;36.2;18.0;1.0636;1633.0;1076.0;1057.0;1076.0;2.2;140.0;189.0
-200.0;798.0;4.0;9.8;61.2;0.7413;1120.0;1024.0;709.0;884.0;1.1;109.0;142.0
-200.0;740.0;7.7;15.7;60.9;1.0774;1298.0;1071.0;885.0;1090.0;2.4;133.0;284.0
-200.0;749.0;5.3;10.9;55.9;0.7312;1158.0;1115.0;778.0;994.0;1.4;135.0;203.0
-200.0;728.0;5.6;11.8;53.4;0.7366;1173.0;1131.0;793.0;1054.0;1.5;142.0;228.0
-200.0;900.0;9.1;32.3;19.7;0.9345;1541.0;971.0;942.0;776.0;1.6;103.0;104.0
-200.0;835.0;6.1;23.7;54.3;1.5731;1669.0;1022.0;817.0;821.0;1.1;69.0;64.0
-200.0;760.0;5.3;12.5;47.8;0.6877;1137.0;1111.0;777.0;1024.0;1.3;143.0;228.0
-200.0;949.0;4.3;21.2;56.8;1.4094;1550.0;914.0;725.0;780.0;0.6;49.0;38.0
-200.0;822.0;9.0;27.4;33.4;1.2022;1658.0;1045.0;940.0;920.0;1.5;94.0;90.0
-200.0;909.0;8.0;36.9;17.5;1.0789;1524.0;970.0;900.0;664.0;1.2;93.0;79.0
-200.0;872.0;8.8;33.9;21.3;1.1067;1536.0;974.0;930.0;712.0;1.3;97.0;104.0
93.0;941.0;5.4;11.6;76.4;1.0415;1505.0;1075.0;782.0;988.0;1.2;77.0;97.0
-200.0;781.0;9.9;29.9;31.1;1.2883;1669.0;1079.0;976.0;999.0;1.7;113.0;139.0
-200.0;800.0;5.3;14.5;63.0;1.0319;1248.0;1043.0;776.0;826.0;1.6;98.0;198.0
-200.0;968.0;4.6;23.4;40.6;1.1571;1461.0;897.0;745.0;807.0;0.7;77.0;50.0
-200.0;854.0;7.4;24.2;37.3;1.1118;1528.0;953.0;874.0;899.0;1.1;84.0;72.0
-200.0;817.0;10.7;27.4;27.1;0.9736;1588.0;1008.0;1004.0;1125.0;1.9;124.0;133.0
-200.0;736.0;10.0;25.9;46.1;1.5174;1733.0;1065.0;977.0;1103.0;1.7;90.0;83.0
-200.0;801.0;10.4;38.5;22.4;1.5018;1675.0;1089.0;993.0;825.0;1.9;143.0;131.0
-200.0;797.0;7.4;26.4;53.1;1.7987;1738.0;1009.0;875.0;1060.0;0.9;61.0;81.0
-200.0;980.0;3.9;27.3;41.6;1.4906;1534.0;891.0;705.0;806.0;0.4;46.0;27.0
-200.0;780.0;9.7;27.8;40.0;1.4691;1748.0;1050.0;966.0;1090.0;1.5;80.0;86.0
-200.0;952.0;5.0;26.7;40.0;1.3754;1508.0;923.0;765.0;786.0;1.0;63.0;47.0
-200.0;799.0;10.3;34.3;26.0;1.3865;1685.0;1102.0;990.0;849.0;1.7;103.0;90.0
-200.0;967.0;6.9;42.2;14.2;1.1609;1488.0;990.0;852.0;669.0;1.2;90.0;70.0
-200.0;827.0;9.5;27.7;40.6;1.4828;1747.0;1085.0;959.0;963.0;1.7;88.0;75.0
-200.0;900.0;7.0;28.4;39.1;1.4881;1645.0;1036.0;859.0;860.0;1.4;83.0;73.0
-200.0;917.0;6.7;32.3;30.4;1.445;1599.0;1030.0;844.0;747.0;1.5;78.0;90.0
-200.0;912.0;9.0;34.5;18.9;1.0168;1508.0;961.0;939.0;846.0;1.6;101.0;118.0
-200.0;960.0;5.5;18.6;45.8;0.9723;1466.0;891.0;790.0;816.0;0.9;70.0;74.0
-200.0;817.0;13.3;35.4;15.3;0.8613;1659.0;983.0;1094.0;854.0;2.4;115.0;149.0
-200.0;802.0;11.7;36.2;18.6;1.0945;1690.0;1033.0;1038.0;826.0;2.1;111.0;127.0
-200.0;808.0;10.0;34.0;25.6;1.3363;1688.0;1070.0;976.0;819.0;2.1;108.0;130.0
-200.0;879.0;6.6;29.1;37.4;1.4833;1656.0;1045.0;840.0;807.0;1.6;92.0;118.0
-200.0;813.0;10.5;24.0;39.6;1.1662;1726.0;1004.0;997.0;1018.0;1.7;96.0;104.0
-200.0;757.0;6.6;8.7;77.6;0.8753;1202.0;1090.0;841.0;989.0;-200.0;79.0;209.0
-200.0;778.0;6.5;11.8;65.0;0.8966;1216.0;1089.0;835.0;1004.0;2.2;110.0;307.0
-200.0;729.0;8.2;12.6;63.2;0.9209;1274.0;1136.0;906.0;1140.0;2.3;120.0;346.0
-200.0;715.0;8.1;9.8;81.4;0.9855;1289.0;1130.0;902.0;1117.0;2.3;86.0;280.0
-200.0;856.0;4.9;8.8;83.7;0.9529;1162.0;987.0;759.0;940.0;1.3;67.0;166.0
-200.0;775.0;10.8;18.4;49.9;1.0453;1391.0;1166.0;1007.0;1227.0;1.9;117.0;289.0
-200.0;760.0;11.4;17.9;51.4;1.0488;1416.0;1200.0;1027.0;1199.0;2.3;121.0;316.0
-200.0;781.0;7.3;17.3;57.0;1.1137;1320.0;1117.0;871.0;986.0;1.8;94.0;182.0
-200.0;857.0;7.3;16.8;58.7;1.1109;1310.0;1114.0;872.0;991.0;1.9;98.0;197.0
-200.0;897.0;8.8;14.6;65.9;1.088;1301.0;1120.0;932.0;1039.0;2.0;105.0;238.0
-200.0;943.0;9.7;14.9;58.4;0.9839;1321.0;1085.0;967.0;976.0;2.2;108.0;241.0
-200.0;984.0;10.1;15.3;54.3;0.9357;1311.0;1113.0;980.0;995.0;2.2;109.0;278.0
-200.0;740.0;7.4;11.5;81.7;1.1033;1305.0;1034.0;876.0;968.0;1.7;66.0;291.0
-200.0;878.0;8.2;25.8;40.9;1.3389;1675.0;976.0;909.0;830.0;1.7;97.0;103.0
-200.0;866.0;9.8;31.3;28.7;1.2885;1682.0;1007.0;971.0;802.0;1.7;106.0;120.0
